mode,forgetfulness,tiredness,recovery,intensity,groupSize,propensity,repeats,top5SharePct,top10Stability1Pct,top10Stability10Pct,top10Stability20Pct,totalPower,oligarchyScore
"habit",0.036000,0.044000,0.160000,0.060000,12,0.800000,1,40.651762,90,90,60,3.0985485722877967e+149,61.651762
"habit",0.036000,0.088000,0.160000,0.060000,14,0,1,37.164926,90,60,70,6.071127880475425e+187,61.664926
"habit",0.180000,0.044000,0.160000,0.060000,12,0.400000,1,40.672337,60,60,60,9.569143600764549e+41,61.672337
"habit",0.180000,0.088000,0.080000,0.060000,14,0.400000,1,37.174681,90,70,70,5.553660583722828e+108,61.674681
"random",0,0.044000,0.120000,0.060000,14,0,1,37.206872,80,60,70,7.694017221182211e+210,61.706872
"random",0.180000,0,0.160000,0.060000,14,0,1,37.207093,90,70,70,3.43966397359281e+107,61.707093
"habit",0.144000,0.044000,0.160000,0.060000,14,0.400000,1,37.267424,80,90,70,3.629249140390905e+134,61.767424
"random",0.072000,0.132000,0.160000,0.060000,9,0,1,40.810035,60,80,60,1.8416841505062692e+21,61.810035
"habit",0.108000,0.132000,0.120000,0.060000,14,0.400000,1,37.314524,80,70,70,1.1217181614132755e+141,61.814524
"random",0.108000,0,0,0.060000,12,0,1,40.881805,90,60,60,7.92451182241804e+95,61.881805
"random",0,0.088000,0.080000,0.060000,14,0,1,37.406495,80,60,70,4.3066599748104457e+198,61.906495
"habit",0.144000,0,0.040000,0.060000,14,0.800000,1,37.465714,80,80,70,7.674783151875003e+159,61.965714
"random",0.036000,0.176000,0.200000,0.060000,14,0,1,37.479946,80,70,70,1.2413962259763986e+192,61.979946
"habit",0.180000,0.088000,0.200000,0.060000,12,0.800000,1,40.985775,80,90,60,3.120756546570758e+87,61.985775
"habit",0.180000,0.132000,0.200000,0.060000,14,0,1,37.514249,70,70,70,7.071826962953015e+88,62.014249
"habit",0.180000,0.044000,0.120000,0.060000,14,0.400000,1,37.519586,80,70,70,2.9989296180890248e+128,62.019586
"random",0,0,0,0.060000,14,0,1,37.526517,90,70,70,3.548390214389442e+211,62.026517
"habit",0.036000,0.044000,0.200000,0.060000,14,0,1,37.529223,90,50,70,9.5198038064339e+189,62.029223
"random",0.108000,0.044000,0.080000,0.060000,14,0,1,37.558932,90,70,70,9.803877087208998e+156,62.058932
"random",0.072000,0,0.040000,0.060000,9,0,1,41.081740,80,80,60,9.875882481840099e+25,62.081740
"habit",0.144000,0.088000,0.080000,0.060000,9,1,1,44.622820,90,90,50,3.3760362512871074e+21,62.122820
"habit",0.180000,0,0,0.060000,14,0.800000,1,37.630890,80,60,70,4.3079905545870083e+123,62.130890
"random",0.036000,0,0.160000,0.060000,9,0,1,44.651590,80,70,50,8.381700779674449e+56,62.151590
"random",0.036000,0.044000,0.160000,0.060000,14,0,1,37.661992,90,80,70,1.344881026509515e+195,62.161992
"habit",0.108000,0.044000,0.040000,0.060000,12,0.600000,1,41.175140,90,90,60,2.290229587234957e+121,62.175140
"random",0,0.088000,0.160000,0.060000,12,0,1,41.184599,80,70,60,5.612622245198436e+155,62.184599
"random",0.180000,0.044000,0.120000,0.060000,14,0,1,37.686901,80,50,70,1.5923315103872215e+92,62.186901
"habit",0.108000,0.044000,0.160000,0.060000,9,1,1,41.215159,90,70,60,1.9462539150394217e+37,62.215159
"random",0.144000,0.044000,0.040000,0.060000,14,0,1,37.723033,90,80,70,2.3431583998589647e+132,62.223033
"habit",0,0,0,0.060000,9,0.600000,1,41.250152,80,80,60,1.852513534215388e+78,62.250152
"random",0.180000,0.088000,0.120000,0.060000,14,0,1,37.753416,80,70,70,1.6464670524810206e+77,62.253416
"habit",0.108000,0.044000,0.160000,0.060000,14,0.200000,1,37.772053,80,70,70,6.931669289229336e+165,62.272053
"habit",0.108000,0,0.120000,0.060000,12,0.800000,1,41.296100,70,60,60,2.1339271317689412e+135,62.296100
"habit",0.180000,0,0.200000,0.060000,14,0.600000,1,37.824346,90,70,70,3.9906740561164344e+141,62.324346
"random",0.180000,0.044000,0.160000,0.060000,14,0,1,37.838785,80,50,70,2.216770935107751e+108,62.338785
"habit",0.108000,0,0,0.060000,14,0.400000,1,37.872336,90,70,70,2.423955831556998e+154,62.372336
"habit",0.144000,0.088000,0.120000,0.060000,14,0.400000,1,37.874732,90,80,70,1.2402292108581315e+152,62.374732
"habit",0.072000,0.132000,0.160000,0.060000,14,0.400000,1,37.948216,90,80,70,1.2559476390223547e+184,62.448216
"random",0.180000,0.176000,0.200000,0.060000,14,0,1,37.981241,100,80,70,8.523565532277112e+90,62.481241
"random",0,0.044000,0.120000,0.060000,12,0,1,41.483040,90,60,60,8.617545759712529e+155,62.483040
"habit",0.144000,0.176000,0.160000,0.060000,14,1,1,37.984809,90,60,70,1.2731509165340574e+131,62.484809
"random",0,0.220000,0.200000,0.060000,12,0,1,38.011857,60,70,70,2.051184924187503e+147,62.511857
"habit",0,0.176000,0.160000,0.060000,12,0,1,41.524983,70,90,60,4.1639148182059454e+155,62.524983
"habit",0.180000,0.088000,0.120000,0.060000,14,0.600000,1,38.035501,80,70,70,1.836715335057602e+123,62.535501
"random",0,0,0.040000,0.060000,9,0,1,41.552689,80,50,60,1.411262561081176e+77,62.552689
"habit",0.108000,0,0.160000,0.060000,14,0,1,38.094727,90,70,70,1.5739463098700013e+156,62.594727
"random",0,0.176000,0.160000,0.060000,12,0,1,41.604440,80,70,60,3.507972661728467e+147,62.604440
"habit",0.036000,0.088000,0.080000,0.060000,12,0.600000,1,41.633727,80,70,60,7.299212127779836e+135,62.633727
"random",0.108000,0,0.120000,0.060000,14,0,1,38.147045,90,60,70,1.1708165120413282e+140,62.647045
"random",0.036000,0,0,0.060000,9,0,1,41.663122,80,60,60,3.155749750190197e+57,62.663122
"habit",0.108000,0.088000,0.080000,0.060000,12,1,1,38.166378,70,60,70,1.4369597347452145e+113,62.666378
"habit",0.180000,0,0.160000,0.060000,14,0.400000,1,38.195516,90,70,70,5.562482855293468e+128,62.695516
"habit",0.072000,0,0.040000,0.060000,14,0.400000,1,38.210531,100,80,70,8.538895588740134e+183,62.710531
"habit",0.072000,0.220000,0.200000,0.060000,9,0.600000,1,38.211580,90,60,70,3.736305727657421e+29,62.711580
"random",0.108000,0.088000,0.160000,0.060000,14,0,1,38.221836,90,80,70,8.05061753168079e+152,62.721836
"habit",0.108000,0.044000,0.120000,0.060000,14,0,1,38.242688,80,80,70,1.1272408365960894e+159,62.742688
"habit",0.144000,0.044000,0.040000,0.060000,14,1,1,38.258420,90,70,70,1.9328892601824787e+153,62.758420
"habit",0.108000,0.088000,0.120000,0.060000,14,0.200000,1,38.272332,90,70,70,2.183814478305962e+159,62.772332
"habit",0.072000,0.132000,0.120000,0.060000,12,0,1,41.783876,80,80,60,1.293909765720451e+117,62.783876
"habit",0.072000,0,0.200000,0.060000,14,0,1,38.302409,90,80,70,9.965287848746868e+174,62.802409
"random",0.072000,0.088000,0.120000,0.060000,12,0,1,41.803971,90,50,60,2.9762544254344414e+116,62.803971
"habit",0.072000,0,0.160000,0.060000,9,0.600000,1,45.306090,80,60,50,3.0146396268595953e+37,62.806090
"habit",0.036000,0,0.200000,0.060000,14,1,1,38.369393,90,70,70,1.9948549781314332e+204,62.869393
"habit",0.144000,0.132000,0.200000,0.060000,14,1,1,38.373064,90,70,70,4.1335168724883986e+175,62.873064
"habit",0.144000,0.132000,0.160000,0.060000,12,0.600000,1,41.891633,80,50,60,2.1334235576966076e+75,62.891633
"habit",0.144000,0.088000,0.200000,0.060000,14,0.800000,1,38.412324,80,80,70,2.397309442140777e+143,62.912324
"habit",0,0.220000,0.200000,0.060000,9,0.200000,1,38.414148,70,50,70,9.580486984095069e+70,62.914148
"habit",0,0,0.080000,0.060000,14,0.200000,1,38.517469,90,80,70,2.9353027875396586e+204,63.017469
"random",0.180000,0.132000,0.200000,0.060000,14,0,1,38.531397,90,70,70,2.4350848526548836e+90,63.031397
"habit",0.072000,0.132000,0.200000,0.060000,14,0.600000,1,38.563841,80,80,70,4.4745982119046743e+173,63.063841
"habit",0.072000,0.044000,0.120000,0.060000,12,0.800000,1,42.076387,80,50,60,9.008502816512775e+122,63.076387
"habit",0,0,0.120000,0.060000,12,0.200000,1,42.086198,80,50,60,2.539435908362449e+150,63.086198
"random",0.108000,0.176000,0.200000,0.060000,14,0,1,38.590720,80,60,70,4.430998038024849e+148,63.090720
"random",0.036000,0,0.160000,0.060000,14,0,1,38.632127,90,80,70,2.585678533849799e+182,63.132127
"habit",0.108000,0.088000,0.160000,0.060000,12,0.200000,1,42.155076,80,80,60,1.6460573464409333e+104,63.155076
"random",0.072000,0.176000,0.160000,0.060000,12,0,1,42.232867,90,60,60,2.083541218358718e+109,63.232867
"random",0.108000,0.088000,0.080000,0.060000,12,0,1,42.241718,90,70,60,3.4221296141937764e+92,63.241718
"habit",0.144000,0,0.160000,0.060000,12,0,1,42.241801,80,60,60,1.7106418518305833e+49,63.241801
"habit",0.036000,0,0.160000,0.060000,14,0.800000,1,38.759664,90,80,70,5.131517656416172e+211,63.259664
"random",0.072000,0.088000,0.200000,0.060000,14,0,1,38.788724,90,90,70,8.103375491211774e+178,63.288724
"random",0.036000,0,0.040000,0.060000,14,0,1,38.801957,90,70,70,2.057483333316981e+190,63.301957
"habit",0,0.088000,0.120000,0.060000,12,0.600000,1,42.317764,80,60,60,6.513849784659039e+163,63.317764
"habit",0.108000,0,0.160000,0.060000,12,1,1,42.328190,90,70,60,2.1271420738577563e+118,63.328190
"habit",0.072000,0,0.120000,0.060000,12,0.600000,1,42.459025,90,70,60,7.145092361207718e+136,63.459025
"random",0.108000,0.044000,0.040000,0.060000,12,0,1,42.500882,80,70,60,9.288857278679406e+92,63.500882
"random",0.072000,0,0.040000,0.060000,14,0,1,39.007241,90,80,70,1.5191288713084628e+180,63.507241
"random",0,0.176000,0.200000,0.060000,9,0,1,39.024173,80,60,70,6.3724989442022165e+66,63.524173
"habit",0.072000,0.044000,0.160000,0.060000,14,0,1,39.027916,100,80,70,2.5681166925446257e+170,63.527916
"random",0.108000,0.044000,0.120000,0.060000,14,0,1,39.069429,90,70,70,3.692279450983962e+149,63.569429
"habit",0.036000,0.220000,0.200000,0.060000,14,0.800000,1,35.588219,80,70,80,2.011860577235467e+173,63.588219
"random",0.108000,0.044000,0.080000,0.060000,12,0,1,39.162123,80,70,70,5.526903888415189e+82,63.662123
"random",0.108000,0.132000,0.200000,0.060000,12,0,1,39.189248,70,80,70,6.521030471052345e+97,63.689248
"random",0.072000,0,0.160000,0.060000,12,0,1,42.732916,80,60,60,1.0123168832552311e+122,63.732916
"random",0.036000,0.088000,0.080000,0.060000,14,0,1,39.233525,90,70,70,3.4503198503725875e+165,63.733525
"habit",0,0.088000,0.120000,0.060000,14,0.800000,1,39.254257,90,80,70,3.2243861768807235e+222,63.754257
"random",0.108000,0.132000,0.120000,0.060000,12,0,1,42.759030,90,70,60,1.5516876982371728e+89,63.759030
"random",0.036000,0.044000,0.200000,0.060000,12,0,1,42.767839,80,70,60,2.6633607119467798e+138,63.767839
"habit",0.036000,0.220000,0.200000,0.060000,12,0.600000,1,39.386022,90,60,70,3.359950451300561e+141,63.886022
"random",0.108000,0,0.120000,0.060000,12,0,1,42.907503,90,80,60,1.4238327190301212e+99,63.907503
"habit",0.072000,0,0,0.060000,12,0,1,42.946237,90,80,60,9.496131955224999e+120,63.946237
"random",0.036000,0.132000,0.200000,0.060000,9,0,1,43.020061,70,70,60,3.0518693010997996e+60,64.020061
"habit",0.108000,0,0.160000,0.060000,9,0.800000,1,46.552084,80,60,50,7.19997308766653e+28,64.052084
"random",0.108000,0.088000,0.120000,0.060000,12,0,1,43.102033,80,60,60,6.946228176376014e+103,64.102033
"habit",0.036000,0,0.040000,0.060000,9,1,1,39.617544,90,70,70,5.773333693262979e+71,64.117544
"random",0.144000,0.132000,0.160000,0.060000,14,0,1,39.629254,100,70,70,1.2972249681897427e+125,64.129254
"habit",0.036000,0.176000,0.160000,0.060000,12,0.200000,1,43.161759,90,70,60,9.148959899838055e+134,64.161759
"habit",0.108000,0.132000,0.160000,0.060000,12,0.400000,1,43.215126,90,80,60,5.681492488133666e+109,64.215126
"random",0.144000,0,0,0.060000,14,0,1,39.726980,90,80,70,1.49481923631511e+119,64.226980
"random",0,0.088000,0.120000,0.060000,12,0,1,43.281108,90,60,60,4.5375704290041505e+162,64.281108
"random",0.036000,0.088000,0.080000,0.060000,12,0,1,39.842537,80,80,70,3.1699613366707014e+118,64.342537
"habit",0.036000,0.220000,0.200000,0.060000,9,0.400000,1,39.853395,100,80,70,2.729539378661144e+64,64.353395
"habit",0.072000,0.044000,0.080000,0.060000,12,0.600000,1,43.396897,90,70,60,2.3181379178605967e+148,64.396897
"habit",0.144000,0,0.160000,0.060000,9,1,1,46.974613,100,70,50,17346677783679360000,64.474613
"habit",0.108000,0.088000,0.160000,0.060000,14,0.400000,1,39.981128,90,70,70,4.580097948207768e+155,64.481128
"habit",0.108000,0.220000,0.200000,0.060000,12,1,1,40.065163,80,70,70,2.127319243605831e+114,64.565163
"random",0,0,0.160000,0.060000,9,0,1,47.080991,80,60,50,9.115720049386668e+71,64.580991
"habit",0.180000,0.132000,0.120000,0.060000,12,0.600000,1,40.090052,80,70,70,7.481483094357808e+51,64.590052
"habit",0.072000,0.132000,0.200000,0.060000,12,0.400000,1,40.094733,70,60,70,1.8443100533239695e+137,64.594733
"habit",0,0.132000,0.120000,0.060000,9,0.600000,1,43.597697,80,50,60,3.731766632774964e+93,64.597697
"random",0.072000,0.132000,0.120000,0.060000,14,0,1,36.603753,90,80,80,8.931435346831623e+163,64.603753
"random",0.036000,0.088000,0.200000,0.060000,12,0,1,40.132672,80,80,70,4.8980706373661333e+129,64.632672
"random",0.108000,0.044000,0.200000,0.060000,14,0,1,40.147417,80,90,70,1.2896939141256929e+144,64.647417
"random",0,0.176000,0.200000,0.060000,12,0,1,43.649228,100,70,60,1.4291238178705517e+170,64.649228
"habit",0.072000,0.220000,0.200000,0.060000,14,1,1,36.726310,80,90,80,1.0720170279390086e+166,64.726310
"random",0.036000,0.088000,0.200000,0.060000,9,0,1,40.311505,90,70,70,5.039608516115625e+46,64.811505
"random",0.144000,0.132000,0.120000,0.060000,14,0,1,36.901030,80,70,80,3.380822544173488e+125,64.901030
"random",0.144000,0.044000,0.120000,0.060000,12,0,1,40.428567,80,70,70,2.16211043704728e+30,64.928567
"habit",0.180000,0,0.040000,0.060000,14,1,1,40.441754,90,80,70,6.08402016335577e+134,64.941754
"habit",0,0.044000,0.040000,0.060000,14,0.200000,1,37.025674,90,60,80,5.452206508280003e+203,65.025674
"habit",0.144000,0,0.080000,0.060000,12,0.800000,1,44.063313,90,60,60,4.828781139366057e+108,65.063313
"habit",0.036000,0.088000,0.080000,0.060000,9,0.400000,1,44.076003,80,80,60,2.5245361585514067e+51,65.076003
"random",0.180000,0.220000,0.200000,0.060000,14,0,1,37.110723,90,100,80,3.8012174525297844e+77,65.110723
"random",0.180000,0.176000,0.160000,0.060000,14,0,1,37.253019,80,60,80,1.7141479765743002e+87,65.253019
"habit",0.180000,0.044000,0.040000,0.060000,14,0,1,37.282879,100,70,80,4.736605324888237e+84,65.282879
"habit",0,0.044000,0.120000,0.060000,14,0.600000,1,37.316175,80,70,80,9.610742174964827e+215,65.316175
"habit",0.144000,0.044000,0.120000,0.060000,14,0.200000,1,37.322779,100,80,80,2.0686641182478882e+139,65.322779
"habit",0.072000,0.044000,0.160000,0.060000,9,0.800000,1,44.383205,70,60,60,1.8400030066909682e+44,65.383205
"random",0.036000,0.132000,0.120000,0.060000,9,0,1,44.384258,90,50,60,2.2206324010726424e+48,65.384258
"habit",0.144000,0.132000,0.120000,0.060000,14,0.600000,1,37.389527,90,70,80,6.5948000835869904e+134,65.389527
"habit",0.108000,0.132000,0.200000,0.060000,12,0.600000,1,40.891405,70,60,70,2.6209905251344583e+109,65.391405
"random",0,0.044000,0.040000,0.060000,14,0,1,37.416683,100,80,80,2.888002901740429e+205,65.416683
"random",0.144000,0.088000,0.080000,0.060000,14,0,1,37.418531,80,60,80,9.642320095328245e+134,65.418531
"random",0,0.088000,0.080000,0.060000,12,0,1,40.930527,80,50,70,1.2790087706550843e+149,65.430527
"random",0.108000,0,0.160000,0.060000,14,0,1,37.447246,100,70,80,9.153742614332259e+164,65.447246
"habit",0.108000,0.044000,0.040000,0.060000,14,0.800000,1,37.466086,90,80,80,5.8590880955333105e+149,65.466086
"random",0.144000,0.088000,0.120000,0.060000,14,0,1,37.483526,100,70,80,6.344277781212403e+136,65.483526
"random",0.072000,0.044000,0.160000,0.060000,12,0,1,44.483562,90,80,60,1.3520272746956503e+128,65.483562
"habit",0,0.132000,0.160000,0.060000,14,0,1,37.524986,90,100,80,1.84508190706702e+191,65.524986
"random",0,0.132000,0.160000,0.060000,14,0,1,37.556405,90,70,80,3.740455607078631e+213,65.556405
"habit",0.072000,0.044000,0.080000,0.060000,14,0.800000,1,37.587474,90,90,80,6.102370255662393e+178,65.587474
"random",0.072000,0.176000,0.200000,0.060000,14,0,1,37.611245,90,80,80,1.9948156217669863e+163,65.611245
"random",0.036000,0.176000,0.160000,0.060000,14,0,1,37.613535,80,60,80,5.893394869181236e+166,65.613535
"habit",0.072000,0.176000,0.200000,0.060000,14,0.800000,1,37.631864,90,90,80,3.38781851514517e+205,65.631864
"random",0.036000,0,0.040000,0.060000,9,0,1,41.158406,70,80,70,4.67108766348989e+49,65.658406
"random",0.072000,0,0,0.060000,12,0,1,41.216152,70,80,70,3.430569119373786e+126,65.716152
"random",0.036000,0.132000,0.200000,0.060000,14,0,1,37.768479,90,80,80,1.093635081682084e+201,65.768479
"habit",0.108000,0,0.120000,0.060000,14,1,1,37.772130,90,80,80,1.7278347926013157e+195,65.772130
"random",0.144000,0,0.080000,0.060000,12,0,1,41.281034,80,90,70,5.2524224320330426e+42,65.781034
"habit",0.072000,0.088000,0.120000,0.060000,9,0.800000,1,41.289039,80,70,70,3.2394218293441836e+42,65.789039
"random",0,0.176000,0.200000,0.060000,14,0,1,37.795909,90,90,80,6.765455963030551e+205,65.795909
"random",0.180000,0,0.120000,0.060000,14,0,1,37.814869,90,80,80,5.936173618329448e+101,65.814869
"random",0.108000,0.132000,0.160000,0.060000,12,0,1,41.321699,80,70,70,5.762506477356096e+122,65.821699
"habit",0.180000,0.044000,0.200000,0.060000,12,0.600000,1,41.355068,80,80,70,1.7060531695181223e+73,65.855068
"habit",0.072000,0.088000,0.120000,0.060000,14,0,1,37.858588,90,80,80,7.771610391412729e+176,65.858588
"random",0.108000,0.044000,0.160000,0.060000,14,0,1,37.858927,90,60,80,2.1966640527236384e+155,65.858927
"random",0.036000,0.132000,0.160000,0.060000,9,0,1,44.885557,80,50,60,6.142148177065535e+59,65.885557
"random",0,0.044000,0.080000,0.060000,14,0,1,37.899840,90,90,80,3.563266995894344e+204,65.899840
"habit",0.072000,0.088000,0.200000,0.060000,14,0.400000,1,37.918082,90,70,80,8.687763226481942e+172,65.918082
"random",0.036000,0,0.120000,0.060000,9,0,1,44.945633,90,60,60,7.951567080516146e+50,65.945633
"random",0.036000,0,0,0.060000,14,0,1,37.946717,90,70,80,1.6890022815757902e+181,65.946717
"random",0.072000,0.088000,0.160000,0.060000,14,0,1,37.973773,90,80,80,5.16297867431251e+165,65.973773
"habit",0.036000,0.132000,0.200000,0.060000,14,0.400000,1,37.983327,100,70,80,1.706338791860961e+209,65.983327
"habit",0,0.044000,0.080000,0.060000,12,0.200000,1,41.488937,80,70,70,2.5212051624852612e+180,65.988937
"random",0,0.132000,0.160000,0.060000,12,0,1,44.996971,80,70,60,5.24587539682971e+160,65.996971
"habit",0.036000,0.176000,0.160000,0.060000,14,0.400000,1,37.997715,80,80,80,1.192428796954667e+166,65.997715
"habit",0.036000,0.044000,0.080000,0.060000,12,0.400000,1,41.517219,80,80,70,1.7127167113814526e+142,66.017219
"random",0,0.132000,0.200000,0.060000,14,0,1,38.024786,100,90,80,1.751901441643971e+214,66.024786
"habit",0.144000,0,0.200000,0.060000,14,0.400000,1,38.040948,90,80,80,1.8880797209128832e+157,66.040948
"random",0.036000,0,0.200000,0.060000,14,0,1,38.041587,100,80,80,1.2248146093708024e+199,66.041587
"random",0.036000,0,0.200000,0.060000,12,0,1,41.560691,80,70,70,6.023495059499002e+150,66.060691
"habit",0,0.088000,0.200000,0.060000,14,0,1,38.084069,90,90,80,4.098593984446181e+212,66.084069
"habit",0.180000,0.044000,0.200000,0.060000,14,0.800000,1,38.109524,80,70,80,1.4109399103992177e+123,66.109524
"habit",0.108000,0,0.200000,0.060000,14,0.200000,1,38.117286,90,80,80,7.63560699204631e+162,66.117286
"habit",0,0,0,0.060000,14,1,1,38.117490,90,90,80,5.816097469639932e+230,66.117490
"habit",0.144000,0.044000,0.200000,0.060000,12,0.400000,1,41.630836,80,60,70,3.962681289843426e+85,66.130836
"random",0.108000,0,0.040000,0.060000,14,0,1,38.141107,100,90,80,9.827995480708304e+147,66.141107
"random",0.072000,0,0.120000,0.060000,12,0,1,41.650298,90,80,70,2.1075609226254617e+134,66.150298
"random",0.180000,0.044000,0.040000,0.060000,14,0,1,38.176984,90,70,80,2.057728689223842e+84,66.176984
"random",0.180000,0.088000,0.160000,0.060000,14,0,1,38.185624,80,80,80,5.953685822874194e+98,66.185624
"random",0.036000,0.088000,0.160000,0.060000,14,0,1,38.212244,90,70,80,3.3054687626478945e+191,66.212244
"habit",0.108000,0.044000,0.080000,0.060000,14,1,1,38.212938,90,70,80,1.2856336077035577e+169,66.212938
"random",0.072000,0,0,0.060000,14,0,1,38.221819,90,80,80,3.1187049150023514e+182,66.221819
"random",0,0,0.040000,0.060000,12,0,1,41.722623,90,70,70,3.638959664314203e+138,66.222623
"habit",0,0,0.160000,0.060000,14,0.600000,1,38.231985,100,60,80,1.5790785684637152e+215,66.231985
"random",0.180000,0.044000,0.200000,0.060000,14,0,1,38.242941,90,80,80,4.072464019845605e+103,66.242941
"random",0.072000,0.132000,0.200000,0.060000,14,0,1,38.269245,90,90,80,1.6930775139419728e+172,66.269245
"habit",0,0,0.040000,0.060000,14,0,1,38.296380,100,60,80,1.9700666156186618e+207,66.296380
"habit",0.108000,0.088000,0.120000,0.060000,12,0,1,41.806444,80,80,70,9.421202464189528e+98,66.306444
"random",0.036000,0.132000,0.120000,0.060000,12,0,1,41.809216,90,70,70,6.476873260310237e+130,66.309216
"habit",0.144000,0.088000,0.120000,0.060000,12,0.200000,1,41.810142,80,50,70,4.383530476693817e+60,66.310142
"random",0,0.088000,0.200000,0.060000,14,0,1,38.323630,90,80,80,9.088911661548757e+210,66.323630
"random",0.072000,0.088000,0.160000,0.060000,12,0,1,41.824329,80,60,70,3.322885646400656e+133,66.324329
"random",0.036000,0,0.120000,0.060000,14,0,1,38.329977,80,60,80,1.7731004982305549e+190,66.329977
"random",0.036000,0.088000,0.200000,0.060000,14,0,1,38.338395,80,80,80,1.0646279084788956e+194,66.338395
"habit",0.108000,0,0.080000,0.060000,14,0.800000,1,38.347348,90,90,80,3.4308291126003994e+167,66.347348
"random",0.180000,0,0,0.060000,14,0,1,38.362577,100,60,80,5.1348007099149055e+101,66.362577
"habit",0.144000,0.088000,0.160000,0.060000,14,0.600000,1,38.384301,80,80,80,6.256515636517326e+145,66.384301
"habit",0,0,0.080000,0.060000,12,0,1,41.903965,80,90,70,5.0333801757998314e+178,66.403965
"habit",0.036000,0.176000,0.200000,0.060000,14,0.600000,1,38.406733,100,80,80,1.0893477871942144e+212,66.406733
"habit",0.036000,0,0.200000,0.060000,12,0.800000,1,41.911898,80,70,70,4.5187604897004097e+154,66.411898
"habit",0.072000,0.088000,0.080000,0.060000,14,1,1,38.432467,90,60,80,1.1466246868929597e+171,66.432467
"habit",0.072000,0,0.160000,0.060000,14,1,1,38.442730,90,80,80,6.505529971608323e+186,66.442730
"habit",0,0.044000,0.200000,0.060000,12,0.800000,1,41.943080,90,60,70,1.0941470010896292e+198,66.443080
"habit",0.072000,0.132000,0.120000,0.060000,9,1,1,41.953858,70,80,70,5.926700362928262e+55,66.453858
"random",0.036000,0.044000,0.040000,0.060000,9,0,1,45.469238,90,70,60,4.7273517001267925e+62,66.469238
"random",0,0.044000,0.040000,0.060000,12,0,1,42.002101,90,70,70,5.466175177826834e+158,66.502101
"random",0.072000,0.088000,0.120000,0.060000,14,0,1,38.531818,90,70,80,4.351380127768296e+174,66.531818
"random",0.072000,0,0.080000,0.060000,14,0,1,38.533831,90,80,80,6.805251577885411e+181,66.533831
"habit",0.144000,0.132000,0.160000,0.060000,14,0.800000,1,38.542433,100,80,80,2.0135530232211425e+168,66.542433
"habit",0.072000,0.220000,0.200000,0.060000,12,0.800000,1,42.045831,80,70,70,2.16506807989049e+121,66.545831
"habit",0.036000,0.044000,0.160000,0.060000,14,1,1,38.576714,100,80,80,1.7757825685329206e+208,66.576714
"habit",0.108000,0.176000,0.200000,0.060000,14,1,1,38.591066,80,60,80,4.2049982201641884e+160,66.591066
"random",0.108000,0.132000,0.200000,0.060000,14,0,1,38.598319,100,70,80,2.7400584064890783e+157,66.598319
"habit",0.180000,0,0,0.060000,12,0.600000,1,42.108134,90,70,70,8.241144296786097e+68,66.608134
"random",0.072000,0.044000,0.040000,0.060000,12,0,1,42.115434,90,70,70,1.063472902386723e+125,66.615434
"random",0.144000,0.088000,0.200000,0.060000,14,0,1,38.635978,80,50,80,8.273271748701142e+130,66.635978
"habit",0.036000,0.088000,0.120000,0.060000,14,1,1,38.647773,90,90,80,1.4671949192084066e+214,66.647773
"habit",0,0,0.120000,0.060000,14,0.400000,1,38.673614,100,90,80,1.1772492990909852e+235,66.673614
"habit",0,0.132000,0.200000,0.060000,14,0.200000,1,38.678273,90,70,80,1.752500649386936e+230,66.678273
"habit",0,0,0.200000,0.060000,14,0.800000,1,38.725915,90,80,80,8.201529660194423e+228,66.725915
"random",0.144000,0.044000,0.120000,0.060000,14,0,1,38.732440,70,70,80,8.011136991606729e+121,66.732440
"habit",0.108000,0.132000,0.200000,0.060000,14,0.800000,1,38.747063,90,80,80,1.2811469548413168e+168,66.747063
"habit",0.036000,0.044000,0.080000,0.060000,14,0.600000,1,38.773536,90,60,80,2.597020741134846e+197,66.773536
"random",0,0,0.160000,0.060000,14,0,1,38.790019,90,70,80,4.337425486171748e+206,66.790019
"habit",0.144000,0,0.200000,0.060000,12,0.200000,1,42.302523,90,80,70,2.1632075994627005e+67,66.802523
"random",0.036000,0,0.080000,0.060000,9,0,1,42.317697,90,70,70,1.8140276541471502e+55,66.817697
"random",0.072000,0.088000,0.200000,0.060000,12,0,1,38.823252,80,70,80,1.294085374409437e+109,66.823252
"habit",0.072000,0.088000,0.160000,0.060000,14,0.200000,1,38.823488,90,70,80,3.121643584892307e+159,66.823488
"habit",0.072000,0.044000,0.040000,0.060000,14,0.600000,1,38.857133,100,70,80,3.993586037604556e+166,66.857133
"habit",0,0,0.200000,0.060000,9,0.400000,1,42.375303,80,80,70,2.243130174825415e+76,66.875303
"random",0.036000,0.132000,0.160000,0.060000,14,0,1,38.894985,90,80,80,2.851483416247876e+186,66.894985
"habit",0.036000,0.044000,0.200000,0.060000,9,0.800000,1,45.900686,80,60,60,2.4245593040455006e+70,66.900686
"habit",0.180000,0.044000,0.080000,0.060000,14,0.200000,1,38.906768,90,80,80,1.0828861689834922e+116,66.906768
"random",0.144000,0,0.080000,0.060000,14,0,1,38.937169,100,70,80,5.437351600807118e+133,66.937169
"habit",0.072000,0,0.120000,0.060000,14,0.800000,1,38.993977,90,70,80,2.9585590335328254e+193,66.993977
"random",0.036000,0.044000,0.120000,0.060000,9,0,1,46.021798,80,60,60,8.975532553220483e+58,67.021798
